ctime,relname,pid,mode,granted
1415684012.67898,customer,51086,RowExclusiveLock,t
1415684012.67898,lineitem,51089,ExclusiveLock,t
1415684012.67898,lineitem,51089,RowExclusiveLock,t
1415684012.67898,orders,51091,RowExclusiveLock,t
1415684012.67898,part,51084,ExclusiveLock,t
1415684012.67898,part,51084,RowExclusiveLock,t
1415684012.67898,partsupp,51085,RowExclusiveLock,t
1415684012.67898,pg_locks,51115,AccessShareLock,t
1415684012.67898,pg_stat_activity,51119,AccessShareLock,t
1415684012.67898,pg_stat_all_indexes,51118,AccessShareLock,t
1415684012.67898,pg_stat_all_tables,51117,AccessShareLock,t
1415684012.67898,pg_stat_database,51116,AccessShareLock,t
1415684012.67898,pg_statio_all_indexes,51118,AccessShareLock,t
1415684012.67898,pg_statio_all_tables,51117,AccessShareLock,t
1415684012.67898,supplier,51083,RowExclusiveLock,t
1415684072.68437,lineitem,51089,RowExclusiveLock,t
1415684072.68437,orders,51171,ShareLock,f
1415684072.68437,orders,51169,ShareLock,t
1415684072.68437,orders,51169,AccessExclusiveLock,t
1415684072.68437,orders,51170,ShareLock,f
1415684072.68437,pg_locks,51179,AccessShareLock,t
1415684072.68437,pg_stat_activity,51180,AccessShareLock,t
1415684072.68437,pg_stat_all_indexes,51183,AccessShareLock,t
1415684072.68437,pg_stat_all_tables,51182,AccessShareLock,t
1415684072.68437,pg_stat_database,51181,AccessShareLock,t
1415684072.68437,pg_statio_all_indexes,51183,AccessShareLock,t
1415684072.68437,pg_statio_all_tables,51182,AccessShareLock,t
1415684132.69262,lineitem,51089,RowExclusiveLock,t
1415684132.69262,pg_locks,51204,AccessShareLock,t
1415684132.69262,pg_stat_all_indexes,51201,AccessShareLock,t
1415684132.69262,pg_stat_all_tables,51203,AccessShareLock,t
1415684132.69262,pg_stat_database,51202,AccessShareLock,t
1415684132.69262,pg_statio_all_indexes,51201,AccessShareLock,t
1415684132.69262,pg_statio_all_tables,51203,AccessShareLock,t
1415684192.69186,lineitem,51089,RowExclusiveLock,t
1415684192.69186,pg_locks,51214,AccessShareLock,t
1415684192.69186,pg_stat_activity,51215,AccessShareLock,t
1415684192.69186,pg_stat_database,51218,AccessShareLock,t
1415684252.6987,lineitem,51089,RowExclusiveLock,t
1415684252.6987,pg_locks,51229,AccessShareLock,t
1415684252.6987,pg_stat_activity,51228,AccessShareLock,t
1415684252.6987,pg_stat_all_indexes,51231,AccessShareLock,t
1415684252.6987,pg_stat_all_tables,51232,AccessShareLock,t
1415684252.6987,pg_stat_database,51230,AccessShareLock,t
1415684252.6987,pg_statio_all_tables,51232,AccessShareLock,t
1415684312.70327,lineitem,51249,AccessExclusiveLock,f
1415684312.70327,lineitem,51245,ShareLock,t
1415684312.70327,lineitem,51242,ShareLock,t
1415684312.70327,lineitem,51244,ShareLock,t
1415684312.70327,lineitem,51247,ShareLock,t
1415684312.70327,lineitem,51246,ShareLock,t
1415684312.70327,lineitem,51248,ShareLock,f
1415684312.70327,lineitem,51243,ShareLock,t
1415684312.70327,pg_locks,51258,AccessShareLock,t
1415684312.70327,pg_stat_all_indexes,51259,AccessShareLock,t
1415684312.70327,pg_stat_all_tables,51257,AccessShareLock,t
1415684312.70327,pg_stat_database,51260,AccessShareLock,t
